keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Page_URL,Google_id,Place_id,Latitude,Longitude,Category,Main_image,Image_1,Description,Price_Range,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday
"tourist attraction in gainesville, florida",Paynes Prairie Preserve State Park,3434,4.7,"100 Savannah Blvd, Micanopy, FL 32667, United States",United States,Micanopy,Florida,https://www.floridastateparks.org/park/Paynes-Prairie,+1 352-466-3397,https://www.google.com/maps/place/Paynes+Prairie+Preserve+State+Park/data=!4m5!3m4!1s0x88e89f267cd1cb39:0x124ada4332ffd904!8m2!3d29.5197992!4d-82.2936301?authuser=0&hl=en&rclk=1,0x88e89f267cd1cb39:0x124ada4332ffd904,ChIJOcvRfCaf6IgRBNn_MkPaShI,29.5197992,-82.2936301,attractions,https://lh5.googleusercontent.com/p/AF1QipPq_UeRphOFeq2TihLCo0J0bCCTJwP2iEAn4ewN=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPhBLUfDz_WOKgPgSUqKz7-hpRv9a36R1vwwlQ3=w1024-h960-p-k-no,"State preserve with various wildlife habitats & trails for hiking, horseback riding & bicycling.",None,Monday 8 AM–8:45 PM 2023-05-01,Tuesday 8 AM–8:45 PM 2023-05-02,Wednesday 8 AM–8:45 PM 2023-04-26,Thursday 8 AM–8:45 PM 2023-04-27,Friday 8 AM–8:45 PM 2023-04-28,Saturday 8 AM–8:45 PM 2023-04-29,Sunday 8 AM–8:45 PM 2023-04-30
"tourist attraction in gainesville, florida",Clear Lake Nature Park,36,3.5,"5480 SW 1st Ave, Gainesville, FL 32607, United States",United States,Gainesville,Florida,http://cityofgainesvilleparks.org/,+1 352-334-5067,https://www.google.com/maps/place/Clear+Lake+Nature+Park/data=!4m5!3m4!1s0x88e8bcb1fda3bc99:0x5a440218d40117da!8m2!3d29.6517606!4d-82.3979557?authuser=0&hl=en&rclk=1,0x88e8bcb1fda3bc99:0x5a440218d40117da,ChIJmbyj_bG86IgR2hcB1BgCRFo,29.6517606,-82.3979557,attractions,https://lh5.googleusercontent.com/p/AF1QipOLzmkGw7Ae-PomgTyCdNXsoI5GGlGHcLS1vrys=w408-h725-k-no,https://lh5.googleusercontent.com/p/AF1QipNOVlgCZyeexzp3ffaHTSTsvgGbyQg_q6uHox-d=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"tourist attraction in gainesville, florida",Newnans Lake State Forest,70,4.7,"Gainesville, FL 32641, United States",null,Gainesville,Florida,https://www.fdacs.gov/Forest-Wildfire/Our-Forests/State-Forests/Newnans-Lake-State-Forest,+1 352-395-4950,https://www.google.com/maps/place/Newnans+Lake+State+Forest/data=!4m5!3m4!1s0x88e8a72cf8fbc933:0xbd20af070e6812e2!8m2!3d29.6663875!4d-82.2551101?authuser=0&hl=en&rclk=1,0x88e8a72cf8fbc933:0xbd20af070e6812e2,ChIJM8n7-Cyn6IgR4hJoDgevIL0,29.6663875,-82.2551101,attractions,https://lh5.googleusercontent.com/p/AF1QipMWEF8fZZIjoq5U9QbYv8_EuQcRTJM9BgMCeJP9=w408-h486-k-no,https://lh5.googleusercontent.com/p/AF1QipMchMPmMrp5MFnKA2_VMKveNjeCcO8b5790_mDc=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"tourist attraction in gainesville, florida",Historic Matheson House,9,4.2,"528 SE 1st Ave, Gainesville, FL 32601, United States",United States,Gainesville,Florida,http://www.mathesonmuseum.org/,+1 352-378-2280,https://www.google.com/maps/place/Historic+Matheson+House/data=!4m5!3m4!1s0x88e8a3f3b78b687b:0x1d0d6c8cef5e71d9!8m2!3d29.6510463!4d-82.3194974?authuser=0&hl=en&rclk=1,0x88e8a3f3b78b687b:0x1d0d6c8cef5e71d9,ChIJe2iLt_Oj6IgR2XFe74xsDR0,29.6510463,-82.3194974,museums,https://lh5.googleusercontent.com/p/AF1QipNNrr3t7JBuSFcEo4-PbZe16YksF4-uMpnRxl2D=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNNrr3t7JBuSFcEo4-PbZe16YksF4-uMpnRxl2D=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Fred Cone Park,328,4.4,"2801 E University Ave, Gainesville, FL 32641, United States",United States,Gainesville,Florida,https://www.gainesvillesportscommission.com/fred-cone-park/,+1 352-334-0720,https://www.google.com/maps/place/Fred+Cone+Park/data=!4m5!3m4!1s0x88e8a14e92d9ee81:0x6c4ae58e0d84651!8m2!3d29.6504357!4d-82.2887983?authuser=0&hl=en&rclk=1,0x88e8a14e92d9ee81:0x6c4ae58e0d84651,ChIJge7Zkk6h6IgRUUbY4FiuxAY,29.6504357,-82.2887983,attractions,https://lh5.googleusercontent.com/p/AF1QipPj9sLESc5NfBazBIWn1USU7mwRV_M_uk3b2qJE=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOnPbw5TIvLwFF4je9nRb5vD1dGCa4vdhujMzr1=w1024-h960-p-k-no,null,None,Monday 10 AM–5 PM 2023-05-01,Tuesday 10 AM–5 PM 2023-05-02,Wednesday 10 AM–5 PM 2023-04-26,Thursday 10 AM–5 PM 2023-04-27,Friday 10 AM–5 PM 2023-04-28,Saturday 10 AM–5 PM 2023-04-29,Sunday Closed 2023-04-30
"tourist attraction in gainesville, florida",Paynes Prairie,3,4.7,"US-441, Gainesville, FL 32608, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Paynes+Prairie/data=!4m5!3m4!1s0x88e8a380614d1073:0x5c3bb13916de83cd!8m2!3d29.5838934!4d-82.3379796?authuser=0&hl=en&rclk=1,0x88e8a380614d1073:0x5c3bb13916de83cd,ChIJcxBNYYCj6IgRzYPeFjmxO1w,29.5838934,-82.3379796,attractions,https://lh5.googleusercontent.com/p/AF1QipNLrvZmjsKUOzCeOsIvfkeI29xO3zEzYX3rP_SK=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNLrvZmjsKUOzCeOsIvfkeI29xO3zEzYX3rP_SK=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Newnans Lake,16,4.5,"5001 SE Hawthorne Rd, Gainesville, FL 32641, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Newnans+Lake/data=!4m5!3m4!1s0x88e8a118e7919aad:0x83db70122e9f0e9f!8m2!3d29.6205884!4d-82.2412441?authuser=0&hl=en&rclk=1,0x88e8a118e7919aad:0x83db70122e9f0e9f,ChIJrZqR5xih6IgRnw6fLhJw24M,29.6205884,-82.2412441,attractions,https://lh5.googleusercontent.com/p/AF1QipPEuuyV7Xp1GdG0mOj0nUpfcCJLZnBijo3T1KDL=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipPEuuyV7Xp1GdG0mOj0nUpfcCJLZnBijo3T1KDL=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Jacobitz Winter Wonderland,4,4,"2127 SW 95th Terrace, Gainesville, FL 32607, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Jacobitz+Winter+Wonderland/data=!4m5!3m4!1s0x88e8bdf005198faf:0xa10d03a20b45557e!8m2!3d29.6329858!4d-82.4430922?authuser=0&hl=en&rclk=1,0x88e8bdf005198faf:0xa10d03a20b45557e,ChIJr48ZBfC96IgRflVFC6IDDaE,29.6329858,-82.4430922,attractions,https://lh5.googleusercontent.com/p/AF1QipP-An6bUjqIkuqI_Ui79Sz_WxIdUfMdHKIL4DbM=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipP-An6bUjqIkuqI_Ui79Sz_WxIdUfMdHKIL4DbM=w1024-h960-p-k-no,null,None,Monday 6–10 PM 2023-05-01,Tuesday 6–10 PM 2023-05-02,Wednesday 6–10 PM 2023-04-26,Thursday 6–10 PM 2023-04-27,Friday 6–10 PM 2023-04-28,Saturday 6–10 PM 2023-04-29,Sunday 6–10 PM 2023-04-30
"tourist attraction in gainesville, florida",Prairie Creek Preserve,57,4.7,"Gainesville, FL 32641, United States",null,Gainesville,Florida,https://www.alachuaconservationtrust.org/prairie-creek-preserve-guide,null,https://www.google.com/maps/place/Prairie+Creek+Preserve/data=!4m5!3m4!1s0x88e8a06f7fc0f7c5:0x19100812c013b369!8m2!3d29.5960018!4d-82.2285428?authuser=0&hl=en&rclk=1,0x88e8a06f7fc0f7c5:0x19100812c013b369,ChIJxffAf2-g6IgRabMTwBIIEBk,29.5960018,-82.2285428,attractions,https://lh5.googleusercontent.com/p/AF1QipNgJ9SzADNO3uscykoKxGnoDyjmZTBoClyA4NEr=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipPCwM3HzrBxcKDdaKr2rB33DnJb5eKT_kGBy7pA=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"tourist attraction in gainesville, florida",Roper Park,48,4.8,"401 NE 2nd St, Gainesville, FL 32601, United States",United States,Gainesville,Florida,https://www.gainesvillefl.gov/Parks/Roper-Park,null,https://www.google.com/maps/place/Roper+Park/data=!4m5!3m4!1s0x88e8a3f617266f29:0x786b254e0807f4c4!8m2!3d29.6552303!4d-82.3226409?authuser=0&hl=en&rclk=1,0x88e8a3f617266f29:0x786b254e0807f4c4,ChIJKW8mF_aj6IgRxPQHCE4la3g,29.6552303,-82.3226409,attractions,https://lh5.googleusercontent.com/p/AF1QipOV_kZ1l25m6HoXrvpT4S65VpVvd1tMVcmGSTB8=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipMnbImHznVoV7ywuYG53sW3NrGOZU_0DwFTXqP9=w1024-h960-p-k-no,null,None,Monday 7 AM–8 PM 2023-05-01,Tuesday 7 AM–8 PM 2023-05-02,Wednesday 7 AM–8 PM 2023-04-26,Thursday 7 AM–8 PM 2023-04-27,Friday 7 AM–8 PM 2023-04-28,Saturday 7 AM–8 PM 2023-04-29,Sunday 7 AM–8 PM 2023-04-30
"tourist attraction in gainesville, florida",Cellon Oak Park,112,4.7,"4100 NW 169th Pl, Gainesville, FL 32653, United States",United States,Gainesville,Florida,null,+1 352-374-5245,https://www.google.com/maps/place/Cellon+Oak+Park/data=!4m5!3m4!1s0x88e8b1d7ec3a6a0f:0x4efaec82ac78944b!8m2!3d29.811749!4d-82.389652?authuser=0&hl=en&rclk=1,0x88e8b1d7ec3a6a0f:0x4efaec82ac78944b,ChIJD2o67Nex6IgRS5R4rILs-k4,29.811749,-82.389652,attractions,https://lh5.googleusercontent.com/p/AF1QipOHcSUmA7KcjEUSgQUMnChmGvA1W8D2MptIX2OT=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipMhJHByXPMa-BWrREsLfm-oV1aVmrcKJ6TMmJ7_=w1024-h960-p-k-no,null,None,Monday 8 AM–7 PM 2023-05-01,Tuesday 8 AM–7 PM 2023-05-02,Wednesday 8 AM–7 PM 2023-04-26,Thursday 8 AM–7 PM 2023-04-27,Friday 8 AM–7 PM 2023-04-28,Saturday 8 AM–7 PM 2023-04-29,Sunday 8 AM–7 PM 2023-04-30
"tourist attraction in gainesville, florida",Rock Trading Post,4,5,"426 NW 98 St, Gainesville, FL 32607, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Rock+Trading+Post/data=!4m5!3m4!1s0x88e8bd46b5eca7bf:0x39d3d1a6a6164ea!8m2!3d29.6569169!4d-82.4474434?authuser=0&hl=en&rclk=1,0x88e8bd46b5eca7bf:0x39d3d1a6a6164ea,ChIJv6fstUa96IgR6mRhaho9nQM,29.6569169,-82.4474434,attractions,https://lh5.googleusercontent.com/p/AF1QipOBLHN6VTXsJGJUBKh-ul4_lSq8nI3FFt0_Ud05=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipOBLHN6VTXsJGJUBKh-ul4_lSq8nI3FFt0_Ud05=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Friends of Nature Parks,null,null,"3540 E University Ave, Gainesville, FL 32641, United States",United States,Gainesville,Florida,https://www.friendsofnatureparks.org/contact/,+1 352-334-3326,https://www.google.com/maps/place/Friends+of+Nature+Parks/data=!4m5!3m4!1s0x88e8a6cad42dafb9:0x542d10dcce14e793!8m2!3d29.656867!4d-82.277522?authuser=0&hl=en&rclk=1,0x88e8a6cad42dafb9:0x542d10dcce14e793,ChIJua8t1Mqm6IgRk-cUztwQLVQ,29.656867,-82.277522,attractions,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BGTNlLYa-4P54kfg_FqybQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.69516&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/BGTNlLYa-4P54kfg_FqybQ=w1024-h960-p-k-no,null,null,,,,,,,
"tourist attraction in gainesville, florida",Lake Alice Conservation Area,3,3.7,"2033 Mowry Rd, Gainesville, FL 32608, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Lake+Alice+Conservation+Area/data=!4m5!3m4!1s0x88e8a37346957935:0xd6178e63744118d!8m2!3d29.6417635!4d-82.3580802?authuser=0&hl=en&rclk=1,0x88e8a37346957935:0xd6178e63744118d,ChIJNXmVRnOj6IgRjRFEN-Z4YQ0,29.6417635,-82.3580802,attractions,https://lh5.googleusercontent.com/p/AF1QipPiTSX7veI4cFMIpUQ7qtLL5hMdka2g3sai1cQr=w408-h510-k-no,https://lh5.googleusercontent.com/p/AF1QipPiTSX7veI4cFMIpUQ7qtLL5hMdka2g3sai1cQr=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Earl P. Powers Park,30,4.3,"5910 SE Hawthorne Rd, Gainesville, FL 32641, United States",United States,Gainesville,Florida,http://www.alachuacounty.us/,+1 352-374-5245,https://www.google.com/maps/place/Earl+P.+Powers+Park/data=!4m5!3m4!1s0x88e8a0fc55bd51f3:0xce13ea51dc19d4cc!8m2!3d29.617724!4d-82.2554?authuser=0&hl=en&rclk=1,0x88e8a0fc55bd51f3:0xce13ea51dc19d4cc,ChIJ81G9Vfyg6IgRzNQZ3FHqE84,29.617724,-82.2554,attractions,https://lh5.googleusercontent.com/p/AF1QipPkBQbnUe8p4XesApf_d025rZua5lj6gwF59OLW=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipMzesoDlg9b8YX_gukQFnXvE1l6qp47bCxaTp6A=w1024-h960-p-k-no,null,None,,,,,,,
"tourist attraction in gainesville, florida",Colclough Pond Park,17,4,"2315 S Main St, Gainesville, FL 32601, United States",United States,Gainesville,Florida,https://www.friendsofnatureparks.org/colclough-park,null,https://www.google.com/maps/place/Colclough+Pond+Park/data=!4m5!3m4!1s0x145e9b167e9d00a7:0x64c2fc1945c8076d!8m2!3d29.629395!4d-82.329121?authuser=0&hl=en&rclk=1,0x145e9b167e9d00a7:0x64c2fc1945c8076d,ChIJpwCdfhabXhQRbQfIRRn8wmQ,29.629395,-82.329121,attractions,https://lh5.googleusercontent.com/p/AF1QipO_4Db9FcQB5UdbQZ-brvNTNcEFd6a4RRgcqMHr=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOubP1m-7RkONoEcfFMB5QvDw7wtqrhnrI87GBT=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"tourist attraction in gainesville, florida",Bluefield Estate Winery,82,4.6,"22 NE, Co Rd 234, Gainesville, FL 32641, United States","Gainesville, FL 32641",Gainesville,FL,http://www.bluefieldestatewinery.com/,+1 352-337-2544,https://www.google.com/maps/place/Bluefield+Estate+Winery/data=!4m5!3m4!1s0x88e61dd8a8be37a1:0xd755f58e8668dca0!8m2!3d29.651513!4d-82.18707?authuser=0&hl=en&rclk=1,0x88e61dd8a8be37a1:0xd755f58e8668dca0,ChIJoTe-qNgd5ogRoNxoho71Vdc,29.651513,-82.18707,attractions,https://lh5.googleusercontent.com/p/AF1QipMNSmxJ7ycEUPaoyPywN2q5UkWjZqzRyX2GX1fN=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNqG_6HNVYNT1iO3dBXSuorRIhsmWD5yLmxGD-J=w1024-h960-p-k-no,null,None,Monday Closed 2023-05-01,Tuesday Closed 2023-05-02,Wednesday Closed 2023-04-26,Thursday 11 AM–5 PM 2023-04-27,Friday 11 AM–5 PM 2023-04-28,Saturday 12–6 PM 2023-04-29,Sunday 12–6 PM 2023-04-30
"tourist attraction in gainesville, florida",Forest Park,323,4.3,"4501 SW 20th Ave, Gainesville, FL 32607, United States",United States,Gainesville,Florida,http://www.alachuacounty.us/,+1 352-374-5245,https://www.google.com/maps/place/Forest+Park/data=!4m5!3m4!1s0x88e8bccb2255c89b:0x55fcc1b653bc23df!8m2!3d29.6365275!4d-82.3913401?authuser=0&hl=en&rclk=1,0x88e8bccb2255c89b:0x55fcc1b653bc23df,ChIJm8hVIsu86IgR3yO8U7bB_FU,29.6365275,-82.3913401,attractions,https://lh5.googleusercontent.com/p/AF1QipM0oLFSawo4V6tLMGujwLrKRwoKHmmCzmCN8Dwn=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPrgEVGYBX6F861mRMPMI67yERvo-o0AXy2CAQ5=w1024-h960-p-k-no,"Leisure spot for basketball, football & soccer, with picnic shelter, off-leash pet area & restrooms.",None,,,,,,,
"tourist attraction in gainesville, florida",Plaza of The Americas,359,4.7,"Gainesville, FL 32603, United States",null,Gainesville,Florida,null,null,https://www.google.com/maps/place/Plaza+of+The+Americas/data=!4m5!3m4!1s0x88e8a382e73dc77d:0x3e6d4848b46c4da3!8m2!3d29.6506154!4d-82.3428154?authuser=0&hl=en&rclk=1,0x88e8a382e73dc77d:0x3e6d4848b46c4da3,ChIJfcc954Kj6IgRo01stEhIbT4,29.6506154,-82.3428154,attractions,https://lh5.googleusercontent.com/p/AF1QipO-BcF65U-nNHcKDwZ-iLyhsf5cReSaNrd5QTs=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNoNm37nCde8ERQ3Y3AVcICYnnm-c4iBxoxdppA=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"tourist attraction in gainesville, florida",Monteocha Park,26,4.4,"803 NW 192nd Ave, Gainesville, FL 32609, United States",United States,Gainesville,Florida,http://www.alachuacounty.us/,+1 352-374-5245,https://www.google.com/maps/place/Monteocha+Park/data=!4m5!3m4!1s0x88e8ae91c8879a7f:0xd5bbb5975c753a21!8m2!3d29.828881!4d-82.3331539?authuser=0&hl=en&rclk=1,0x88e8ae91c8879a7f:0xd5bbb5975c753a21,ChIJf5qHyJGu6IgRITp1XJe1u9U,29.828881,-82.3331539,attractions,https://lh5.googleusercontent.com/p/AF1QipPM85p-sHeeeeoZUXIGK0PT14dVEM54o2MHTGFf=w408-h408-k-no,https://lh5.googleusercontent.com/p/AF1QipPM85p-sHeeeeoZUXIGK0PT14dVEM54o2MHTGFf=w1024-h960-p-k-no,null,None,Monday 7 AM–8 PM 2023-05-01,Tuesday 7 AM–8 PM 2023-05-02,Wednesday 7 AM–8 PM 2023-04-26,Thursday 7 AM–8 PM 2023-04-27,Friday 7 AM–8 PM 2023-04-28,Saturday 7 AM–8 PM 2023-04-29,Sunday 7 AM–8 PM 2023-04-30
"tourist attraction in gainesville, florida",Owen Illinois Park,98,4.6,"11309 SE 16th Ave, Gainesville, FL 32641, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Owen+Illinois+Park/data=!4m5!3m4!1s0x88e61e111cdacd47:0x296feb40d9fea17b!8m2!3d29.6368937!4d-82.2010579?authuser=0&hl=en&rclk=1,0x88e61e111cdacd47:0x296feb40d9fea17b,ChIJR83aHBEe5ogRe6H-2UDrbyk,29.6368937,-82.2010579,attractions,https://lh5.googleusercontent.com/p/AF1QipMa5LGEK0bEMqbPgfZv0Wodi5sDG_1dL2qT0BTP=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOBanjgNuM1q_0OHADecaT_tKEEfjP5DWC86R85=w1024-h960-p-k-no,null,None,Monday 7 AM–7 PM 2023-05-01,Tuesday 7 AM–7 PM 2023-05-02,Wednesday 7 AM–7 PM 2023-04-26,Thursday 7 AM–7 PM 2023-04-27,Friday 7 AM–7 PM 2023-04-28,Saturday 7 AM–7 PM 2023-04-29,Sunday 7 AM–7 PM 2023-04-30
"tourist attraction in gainesville, florida",Alachua Lake Overlook - La Chua Trail,9,4.7,"La Chua Trail, Gainesville, FL 32641, United States",United States,Gainesville,Florida,null,null,https://www.google.com/maps/place/Alachua+Lake+Overlook+-+La+Chua+Trail/data=!4m5!3m4!1s0x88e8a223b077b105:0x1740fe6f8b108912!8m2!3d29.5928523!4d-82.3091184?authuser=0&hl=en&rclk=1,0x88e8a223b077b105:0x1740fe6f8b108912,ChIJBbF3sCOi6IgREokQi2_-QBc,29.5928523,-82.3091184,attractions,https://lh5.googleusercontent.com/p/AF1QipOP2eG2PQqld1-pgGmq-oJmHzjGUz_EYxljur2V=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipPq-0E0-Q32Zd4oGPj-UUGM48Klg0TQKdz7Olqc=w1024-h960-p-k-no,null,None,Monday Open 24 hours 2023-05-01,Tuesday Open 24 hours 2023-05-02,Wednesday Open 24 hours 2023-04-26,Thursday Open 24 hours 2023-04-27,Friday Open 24 hours 2023-04-28,Saturday Open 24 hours 2023-04-29,Sunday Open 24 hours 2023-04-30
"restaurant in gainesville, florida",Public & General Restaurant,647,4.6,"1000 NE 16th Ave, Gainesville, FL 32601, United States",United States,Gainesville,Florida,http://www.publicandgeneral.com/,+1 352-745-7358,https://www.google.com/maps/place/Public+&+General+Restaurant/data=!4m5!3m4!1s0x88e8a40f831f0449:0xce0667857f1ffc1d!8m2!3d29.6670273!4d-82.3136711?authuser=0&hl=en&rclk=1,0x88e8a40f831f0449:0xce0667857f1ffc1d,ChIJSQQfgw-k6IgRHfwff4VnBs4,29.6670273,-82.3136711,restaurants,https://lh5.googleusercontent.com/p/AF1QipN6SvDCOvdY6ugntLlxWw77uuewod_lNi60NDau=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipNWHm0TNLZROnHFj1d5ef-3TcEPJhaugAgFeZrS=w1024-h960-p-k-no,Elevated sandwiches & salads offered in a vintage-chic pub with outdoor seating & a gourmet market.,$$,Monday Closed 2023-05-01,Tuesday 11:30 AM–10 PM 2023-05-02,Wednesday 11:30 AM–10 PM 2023-04-26,Thursday 11:30 AM–10 PM 2023-04-27,Friday 11:30 AM–10 PM 2023-04-28,Saturday 11:30 AM–10 PM 2023-04-29,Sunday Closed 2023-04-30
"restaurant in gainesville, florida",Original American Kitchen (OAK),802,4.2,"15 SE 1st Ave, Gainesville, FL 32601, United States",United States,Gainesville,Florida,http://www.oakgainesville.com/,+1 352-283-8646,https://www.google.com/maps/place/Original+American+Kitchen+(OAK)/data=!4m5!3m4!1s0x88e8a38cd8e242b1:0xe8384ba5bbf4ec17!8m2!3d29.650803!4d-82.324388?authuser=0&hl=en&rclk=1,0x88e8a38cd8e242b1:0xe8384ba5bbf4ec17,ChIJsULi2Iyj6IgRF-z0u6VLOOg,29.650803,-82.324388,restaurants,https://lh5.googleusercontent.com/p/AF1QipPC1Cr-RCEs18cNk4RoBhlNCGnqCiJgpCranukV=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPjzo8rm6p6jyAcqnRFVtXEMnqWM-43m077eYYh=w1024-h960-p-k-no,"New Southern fare, craft cocktails & self-pour beer & whiskey served in a brick- & wood-lined space.",$$,Monday 11:30 AM–10 PM 2023-05-01,Tuesday 4–10 PM 2023-05-02,Wednesday 4–10 PM 2023-04-26,Thursday 4–10 PM 2023-04-27,Friday 4–11 PM 2023-04-28,Saturday 11 AM–2:45 PM 2023-04-29,Sunday 11 AM–2:45 PM 2023-04-30
"restaurant in gainesville, florida",Miller's Ale House,2892,4.1,"2881 Bass Pro Shops Blvd, Gainesville, FL 32608, United States",United States,Gainesville,Florida,https://millersalehouse.com/locations/gainesville/,+1 352-371-0818,https://www.google.com/maps/place/Miller's+Ale+House/data=!4m5!3m4!1s0x88e8a3608bce77ff:0x769ee5f5067823aa!8m2!3d29.6263746!4d-82.393696?authuser=0&hl=en&rclk=1,0x88e8a3608bce77ff:0x769ee5f5067823aa,ChIJ_3fOi2Cj6IgRqiN4BvXlnnY,29.6263746,-82.393696,restaurants,https://lh5.googleusercontent.com/p/AF1QipMOPYycivg7wFkfYYbH8lRvK3-b-_t0EOhc_0P2=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipMfC7TWkvaKizuc_sqRoCYYyLWDG1lFgbt6oQha=w1024-h960-p-k-no,Casual sports-pub chain with basics from bar snacks to steaks & a large selection of tap beers.,$$,Monday 11 AM–1 AM 2023-05-01,Tuesday 11 AM–1 AM 2023-05-02,Wednesday 11 AM–1 AM 2023-04-26,Thursday 11 AM–1 AM 2023-04-27,Friday 11 AM–2 AM 2023-04-28,Saturday 11 AM–2 AM 2023-04-29,Sunday 11 AM–1 AM 2023-04-30
"restaurant in gainesville, florida",Dragonfly Sushi & Sake Company,1537,4.5,"201 SE 2nd Ave #104, Gainesville, FL 32601, United States",United States,Gainesville,Florida,http://www.dragonflyrestaurants.com/gainesville-florida,+1 352-371-3359,https://www.google.com/maps/place/Dragonfly+Sushi+&+Sake+Company/data=!4m5!3m4!1s0x88e8a38d2d3564db:0x36c828a03be7b077!8m2!3d29.650071!4d-82.323744?authuser=0&hl=en&rclk=1,0x88e8a38d2d3564db:0x36c828a03be7b077,ChIJ22Q1LY2j6IgRd7DnO6AoyDY,29.650071,-82.323744,restaurants,https://lh5.googleusercontent.com/p/AF1QipOykbiSr8R34RH0IxISik-1f61CVb-tgHMDIrXF=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipPFi4OJzJWrJTjqIpBPNHW0QAicZ8BsGbNKNbbS=w1024-h960-p-k-no,"Contemporary izakaya featuring tapas-style Japanese pub fare, plus an assortment of sake.",$$$,Monday 5–10 PM 2023-05-01,Tuesday 5–10 PM 2023-05-02,Wednesday 5–10 PM 2023-04-26,Thursday 5–10 PM 2023-04-27,Friday 5–11 PM 2023-04-28,Saturday 5–11 PM 2023-04-29,Sunday 5–10 PM 2023-04-30
